u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
412931811,413100562,0,35238355,2,,St. James Street,residential,,False,False,126.432,,"LINESTRING (-81.4038535 46.6273462, -81.4041085 46.6276548, -81.4044467 46.628064, -81.4046968 46.6283241)",,,
412931811,413151060,0,"[35225647, 35250343]","['3', '2']",8,Regional Road 8,secondary,"['70', '80']",False,True,840.266,,"LINESTRING (-81.4038535 46.6273462, -81.4041866 46.6272141, -81.404698 46.6270112, -81.4053643 46.6267469, -81.4056701 46.6266073, -81.4059114 46.626484, -81.4061741 46.6263016, -81.4067108 46.6259258, -81.4081187 46.6249275, -81.4087785 46.6244283, -81.4093418 46.6239567, -81.4095801 46.6237398, -81.4098121 46.6235074, -81.409956 46.6233552, -81.4102135 46.6230596, -81.4104522 46.6227206, -81.4107905 46.6221992, -81.4110306 46.6218172)",,,
412931892,2551967404,0,35255307,2,,Windy Lake Shore Road N,residential,,False,False,235.26299999999998,,"LINESTRING (-81.422782 46.6062036, -81.4231414 46.6064519, -81.4232989 46.6065503, -81.4243331 46.6068885, -81.4247523 46.6070669, -81.4249099 46.6071833, -81.4249893 46.607318, -81.4249902 46.607426, -81.4249655 46.6075056)",,,
412931892,2551967404,1,248406389,2,,,residential,,False,False,607.768,,"LINESTRING (-81.422782 46.6062036, -81.4227771 46.6059171, -81.4227967 46.6057972, -81.4228268 46.6056549, -81.4229219 46.605512, -81.4230283 46.6053915, -81.4231262 46.6052974, -81.4232458 46.6052265, -81.4233654 46.605174, -81.4235029 46.6051275, -81.4236362 46.6051056, -81.4237739 46.6050959, -81.4239295 46.6050892, -81.4241378 46.6051177, -81.4242199 46.605138, -81.4245269 46.6052738, -81.4246971 46.6053283, -81.4249706 46.6053902, -81.4251467 46.6054232, -81.4254019 46.6054603, -81.4256842 46.6055126, -81.4258922 46.6056105, -81.4259963 46.6057107, -81.4260968 46.6058744, -81.426164 46.6059935, -81.4262093 46.6060978, -81.4262336 46.6062472, -81.4262454 46.6064167, -81.4262488 46.6064938, -81.4262295 46.6066286, -81.4262205 46.6067334, -81.4262226 46.606853, -81.4261382 46.6069883, -81.4260638 46.6070787, -81.4259239 46.6071472, -81.4257514 46.6072085, -81.425655 46.607284, -81.4255584 46.6073447, -81.4253319 46.6074214, -81.4251486 46.6074902, -81.4249655 46.6075056)",,,
412931892,413156555,0,35255307,2,,Windy Lake Shore Road N,residential,,False,True,512.199,,"LINESTRING (-81.422782 46.6062036, -81.4219479 46.6057724, -81.4214361 46.6054503, -81.4213957 46.6052884, -81.4214992 46.6051621, -81.4215243 46.605036, -81.4216542 46.6049455, -81.4217185 46.6048283, -81.4217556 46.6045582, -81.421758 46.6044301, -81.4217272 46.6042613, -81.4216085 46.6041087, -81.421528 46.60383, -81.4218754 46.6031628, -81.4219516 46.6028925, -81.4221852 46.6027027, -81.4223661 46.602468, -81.4223907 46.60227)",,,
412932132,413122730,0,35233211,2,,Saint Laurent Street,tertiary,,False,True,219.90800000000002,,"LINESTRING (-81.0943844 46.5950962, -81.0942722 46.5950122, -81.0941137 46.5949392, -81.0937879 46.5948128, -81.0936452 46.5947942, -81.0935136 46.594777, -81.0931872 46.5947683, -81.0916468 46.5948055)",,,
412932132,413137686,0,35240193,2,15,Regional Road 15,secondary,,False,False,358.885,,"LINESTRING (-81.0943844 46.5950962, -81.0936845 46.5954699, -81.0934107 46.5956591, -81.093137 46.5958933, -81.0928763 46.5961635, -81.0926549 46.5964696, -81.0924727 46.5968117, -81.0923558 46.5971808, -81.0922267 46.5978179)",,,
412932132,413221688,0,35240193,2,15,Regional Road 15,secondary,,False,True,2798.706,,"LINESTRING (-81.0943844 46.5950962, -81.0951196 46.5948747, -81.0955372 46.5947934, -81.0960071 46.594739, -81.0969731 46.5947022, -81.0974151 46.5946976, -81.1073778 46.5945939, -81.1208763 46.5944094, -81.1269206 46.5943579, -81.1309153 46.5942994)",,,
412932785,413072418,0,35235232,2,,Poplar Street,residential,,False,True,109.727,,"LINESTRING (-81.3370431 46.5926179, -81.3384791 46.5926137)",,,
412932785,413264401,0,35236639,2,,Lane Avenue,residential,,False,True,259.57599999999996,,"LINESTRING (-81.3370431 46.5926179, -81.3370188 46.5907911, -81.3369916 46.5906202, -81.3368994 46.5904945, -81.3368076 46.5904227, -81.336684 46.5903713)",,,
412932785,413003840,0,35257432,2,,Poplar Street,residential,,False,True,115.26499999999999,,"LINESTRING (-81.3370431 46.5926179, -81.3368733 46.5926004, -81.3366248 46.5925201, -81.3359963 46.592216, -81.3357217 46.5921448)",,,
412933070,413080483,0,35235657,2,,Spruce Street,residential,,False,True,65.958,,"LINESTRING (-81.4202076 46.6205018, -81.4193833 46.6203248)",,,
412933070,413165465,0,35239936,2,,Lakeview Avenue,residential,,False,False,53.035,,"LINESTRING (-81.4202076 46.6205018, -81.4208747 46.6206343)",,,
412933070,413164155,0,35243615,2,,Onaping Drive,residential,,False,True,113.73700000000001,,"LINESTRING (-81.4202076 46.6205018, -81.4203106 46.6203124, -81.4204658 46.6201139, -81.4207386 46.6199239, -81.4209469 46.6198421, -81.4211818 46.6198142)",,,
412933070,413126342,0,35258493,2,,Onaping Drive,residential,,False,False,388.984,,"LINESTRING (-81.4202076 46.6205018, -81.420105 46.6207541, -81.4199027 46.6216188, -81.4196354 46.6225197, -81.4194542 46.6227364, -81.4191682 46.6229084, -81.418517 46.6231538, -81.4181911 46.623236, -81.41793 46.6232639)",,,
412933085,413131286,0,"[248608769, 248608766, 248608767]",2,144,Highway 144,primary,80,False,False,267.493,yes,"LINESTRING (-81.3055699 46.5863659, -81.3057887 46.5864258, -81.3067705 46.5867326, -81.3081973 46.5872387, -81.3087268 46.5874025)",,,
412933085,413020736,0,248608770,2,144,Highway 144,primary,80,False,True,189.279,,"LINESTRING (-81.3055699 46.5863659, -81.3050194 46.5861653, -81.3041358 46.5858829, -81.3033584 46.5856006)",,,
412933085,2553730024,0,"[248608793, 248608796]",2,,Mooney Road,residential,,False,False,1718.2480000000003,,"LINESTRING (-81.3055699 46.5863659, -81.3054239 46.5865915, -81.3052733 46.5866793, -81.3051104 46.5867297, -81.3049172 46.5867677, -81.3047905 46.5868056, -81.304483 46.5869397, -81.3043144 46.5870692, -81.3042489 46.5872277, -81.3042381 46.5874651, -81.3041913 46.5877401, -81.3041136 46.5879027, -81.3039911 46.5879727, -81.3039227 46.5880296, -81.3038638 46.5880687, -81.3038091 46.5881016, -81.3035632 46.5882287, -81.3033389 46.5883209, -81.3031968 46.588372, -81.3030832 46.5884127, -81.3029429 46.588462, -81.3027755 46.5885539, -81.3026914 46.5886009, -81.3026131 46.5886447, -81.3025048 46.5886969, -81.3024094 46.5887288, -81.3023196 46.5887496, -81.3021751 46.5887756, -81.3020993 46.5887873, -81.3020114 46.5888006, -81.3016451 46.5888696, -81.3012231 46.5889726, -81.3009163 46.5890611, -81.3007743 46.5891103, -81.3006351 46.5891647, -81.3005717 46.58919, -81.3004332 46.5892461, -81.300394 46.5892621, -81.3002892 46.5893058, -81.3002141 46.589338, -81.3001775 46.5893541, -81.3000549 46.5894086, -81.299967 46.5894481, -81.2999294 46.5894654, -81.2997909 46.589542, -81.2996749 46.589612, -81.2996004 46.5896554, -81.2995669 46.589672, -81.2994087 46.5897441, -81.299259 46.5898092, -81.299209 46.5898251, -81.2991075 46.5898434, -81.2989243 46.5898676, -81.2987865 46.5898875, -81.2986999 46.5899085, -81.298625 46.5899342, -81.2985297 46.5899751, -81.2984106 46.5900327, -81.2982952 46.5900944, -81.2982298 46.5901281, -81.2981885 46.5901469, -81.298076 46.5901964, -81.2979505 46.5902483, -81.2978269 46.5902995, -81.2977618 46.5903318, -81.2977013 46.59037, -81.2976381 46.5904318, -81.2975684 46.5905027, -81.2975025 46.5905526, -81.2974009 46.5906223, -81.2972915 46.5906956, -81.2972229 46.5907404, -81.2971725 46.5907736, -81.2970676 46.5908569, -81.296922 46.5909847, -81.2968763 46.5910375, -81.2968205 46.5911245, -81.2966845 46.5913469, -81.2966094 46.5914624, -81.2965821 46.5915065, -81.2965706 46.5915858, -81.2965887 46.591781, -81.2965773 46.5919097, -81.2965754 46.5919523, -81.2965779 46.5920364, -81.2965841 46.5922097, -81.2965893 46.5924058, -81.2965895 46.5924445, -81.2963843 46.5934754, -81.2962355 46.594443, -81.2960682 46.5951511, -81.2958384 46.5954149, -81.2957628 46.5955974, -81.2957659 46.5961686, -81.2956231 46.5968073, -81.295464 46.5971801, -81.294958 46.5976326, -81.2946735 46.5978445, -81.2943033 46.5980081)",,,
412979470,413030472,0,249058277,2,,Nelson Lake Road,residential,,False,True,6.983,,"LINESTRING (-81.0972152 46.7153377, -81.0971236 46.7153378)",,,
412981309,413119030,0,35236477,2,,First Avenue,residential,,False,False,126.517,,"LINESTRING (-81.394351 46.6409504, -81.3954938 46.6417744)",,,
412981309,413140754,0,35244141,2,,Church Street,residential,,False,False,121.165,,"LINESTRING (-81.394351 46.6409504, -81.3934822 46.6418623)",,,
412981309,413269398,0,35258008,2,,First Avenue,residential,,False,True,320.306,,"LINESTRING (-81.394351 46.6409504, -81.3933134 46.640207, -81.3928935 46.6399565, -81.3921857 46.6396439, -81.39102 46.6392519)",,,
412981629,413200891,0,35229798,2,,Riverside Drive,residential,,False,True,136.793,,"LINESTRING (-81.340242 46.5926894, -81.3413979 46.59175)",,,
412981629,413204390,0,35239119,2,,Riverside Drive,residential,,False,False,113.446,,"LINESTRING (-81.340242 46.5926894, -81.3399178 46.5930414, -81.3395557 46.5935914)",,,
412981629,413171789,0,35258437,2,,Poplar Street,residential,,False,True,38.549,,"LINESTRING (-81.340242 46.5926894, -81.3399281 46.5926094, -81.3397584 46.5926099)",,,
412982241,413149008,0,35240147,2,,Montee Rouleau,residential,,False,False,155.068,,"LINESTRING (-81.0918609 46.6078279, -81.0918801 46.6092224)",,,
412982546,413262514,0,35238344,2,,Rockview Road,residential,,False,False,76.199,,"LINESTRING (-81.3922496 46.64849, -81.3931016 46.6488471)",,,
412984866,413252729,0,35253896,2,,,residential,,False,True,3677.172000000001,,"LINESTRING (-81.0581488 46.71801, -81.0580571 46.717893, -81.0579783 46.7176951, -81.0579782 46.7175961, -81.0580566 46.7174971, -81.0586974 46.7171368, -81.0591682 46.7169116, -81.0593251 46.7168035, -81.0595734 46.7165424, -81.0596255 46.7163444, -81.0595595 46.7158225, -81.0595591 46.7154085, -81.0594542 46.7152466, -81.0590875 46.7149228, -81.0590219 46.7146978, -81.0590347 46.7144368, -81.0589953 46.7143109, -81.0587332 46.713987, -81.058419 46.7137622, -81.0580914 46.7133214, -81.0579996 46.7131505, -81.0580908 46.7127905, -81.0580907 46.7126735, -81.0579988 46.7123676, -81.0579985 46.7120886, -81.0580507 46.7119626, -81.0581553 46.7118545, -81.0586129 46.7115933, -81.0588089 46.7113952, -81.0589133 46.7110892, -81.0588995 46.7104413, -81.0588208 46.7103063, -81.0585851 46.7100995, -81.0585195 46.7098925, -81.0585716 46.7096945, -81.0586761 46.7095865, -81.0589899 46.7093613, -81.0590945 46.7093163, -81.0592907 46.7092802, -81.0594477 46.7092801, -81.0596438 46.709208, -81.0599445 46.7090008, -81.0602974 46.7087127, -81.0605849 46.7084066, -81.0607548 46.7082805, -81.0609248 46.7082084, -81.0613432 46.7079652, -81.0617352 46.707596, -81.0624673 46.7071097, -81.0628857 46.7069294, -81.0636832 46.706515, -81.0639055 46.7064429, -81.064311 46.7063527, -81.0644809 46.7062806, -81.0646116 46.7061905, -81.0647686 46.7061365, -81.0650433 46.7061273, -81.0656059 46.706199, -81.0659198 46.7061898, -81.0663122 46.7061266, -81.0670186 46.7060542, -81.0680779 46.7058556, -81.068601 46.7056573, -81.0691241 46.705522, -81.0696078 46.7052787, -81.0701437 46.7049724, -81.0706667 46.7047381, -81.0714641 46.7043326, -81.0715687 46.7042426, -81.0716339 46.7041435, -81.0717773 46.7037295, -81.0718557 46.7036484, -81.0722086 46.7034322, -81.0724045 46.7031981, -81.0725088 46.7029371, -81.0725215 46.7026581, -81.0721801 46.7017314, -81.0719705 46.7014346, -81.0714857 46.7008499, -81.0714332 46.700733, -81.071694 46.7001298, -81.0717591 46.6998868, -81.0720592 46.6993107, -81.072098 46.6989777, -81.0720191 46.6987078, -81.0721756 46.6983297, -81.0723715 46.6980866, -81.0725545 46.6979875, -81.0729075 46.6978883, -81.0732343 46.6977621, -81.0735742 46.6975909, -81.0737179 46.6974918, -81.074358 46.6969064, -81.0747892 46.6965642, -81.0751679 46.696132, -81.0753896 46.6956998, -81.0756376 46.6953127, -81.0755983 46.6952497, -81.0755587 46.6949978, -81.0754278 46.6949169, -81.0753622 46.6948089, -81.0752182 46.694683, -81.0748509 46.6939183, -81.0744578 46.6933966, -81.074209 46.6931268)",,,
412987187,413140208,0,35226453,2,,Ash Street,residential,,False,False,65.407,,"LINESTRING (-81.3929122 46.6479568, -81.3936462 46.6482603)",,,
412988022,413032568,0,35230776,2,,Levack Drive,residential,,False,True,163.052,,"LINESTRING (-81.3897599 46.6384463, -81.3909663 46.6372363)",,,
412988022,413000154,0,"[35230384, 35240915, 358925852]",2,,Levack Drive,unclassified,20,False,False,151.2,,"LINESTRING (-81.3897599 46.6384463, -81.3892548 46.6389502, -81.3888954 46.6393088, -81.3886455 46.6395703)",,,
412988022,413110519,0,35254250,2,,First Avenue South,residential,,False,True,63.828,,"LINESTRING (-81.3897599 46.6384463, -81.3896832 46.6384133, -81.3896498 46.6383978, -81.3890654 46.6381268)",,,
412989661,413170911,0,35256600,2,,Byrnes Drive,residential,,False,True,82.44999999999999,,"LINESTRING (-81.3080104 46.6019601, -81.3082707 46.6018064, -81.3084792 46.6017339, -81.308975 46.6016785)",,,
412991741,413209337,0,35224960,2,,Strathcona Mine Road,residential,,False,False,270.024,,"LINESTRING (-81.3499139 46.6451626, -81.3499547 46.6454235, -81.350127 46.6457919, -81.3506813 46.6466451, -81.3512611 46.6473903)",,,
412991741,413083455,0,35241314,2,,Moose Lake Road,residential,,False,True,1239.031,,"LINESTRING (-81.3499139 46.6451626, -81.3496784 46.6451273, -81.3489321 46.6448956, -81.3487222 46.6447703, -81.3485644 46.6446178, -81.3484324 46.6444112, -81.3483789 46.6442134, -81.3484926 46.6436011, -81.3483169 46.6426927, -81.3480901 46.6419734, -81.3479923 46.6409838, -81.3480171 46.6407677, -81.3482093 46.6401822, -81.3482073 46.6398672, -81.3480347 46.6394448, -81.3475853 46.6386362, -81.3473862 46.6381418, -81.3470161 46.637477, -81.3468314 46.6372076, -81.3465291 46.6369205, -81.3462799 46.6367683, -81.3459919 46.6366791, -81.345652 46.6366442, -81.3452601 46.6366544, -81.3441764 46.6367656, -81.3436931 46.6367851)",,,
412991741,413122705,0,35256648,2,,Strathcona Mine Road,residential,,False,True,927.2119999999999,,"LINESTRING (-81.3499139 46.6451626, -81.3500796 46.6445231, -81.3502984 46.6440005, -81.3505951 46.6434056, -81.3510225 46.6428284, -81.3526822 46.6408524, -81.3533575 46.6402114, -81.3541246 46.639633, -81.3553478 46.6388733, -81.3563897 46.6383571)",,,
412992246,413022912,0,35251184,2,,Fourth Avenue,residential,,False,True,105.39,,"LINESTRING (-81.3918087 46.6435329, -81.3926001 46.6427563)",,,
412999075,413037705,0,35235557,2,,Arlington Drive,residential,,False,False,108.745,,"LINESTRING (-81.3449662 46.5883375, -81.3463891 46.5883512)",,,
412999075,413075052,0,35243880,2,,Arlington Drive,residential,,False,False,203.614,,"LINESTRING (-81.3449662 46.5883375, -81.3423017 46.5883409)",,,
412999075,413075052,1,35246758,2,,Gerard Avenue,residential,,False,False,404.927,,"LINESTRING (-81.3449662 46.5883375, -81.3449689 46.5887605, -81.3448914 46.5888957, -81.3446962 46.5889863, -81.3431069 46.5894951, -81.3426768 46.5896043, -81.3424807 46.5895599, -81.3423626 46.5894613, -81.3423355 46.5893084, -81.3423017 46.5883409)",,,
413000154,413239993,0,"[35240915, 359827477]",2,,Levack Drive,unclassified,20,False,False,102.11,,"LINESTRING (-81.3886455 46.6395703, -81.3883561 46.6398801, -81.3879235 46.6403433)",,,
413000154,412988022,0,"[35230384, 35240915, 358925852]",2,,Levack Drive,unclassified,20,False,True,151.2,,"LINESTRING (-81.3886455 46.6395703, -81.3888954 46.6393088, -81.3892548 46.6389502, -81.3897599 46.6384463)",,,
413000154,413259723,0,35253672,2,,Second Avenue South,unclassified,,False,True,65.891,,"LINESTRING (-81.3886455 46.6395703, -81.3885789 46.6395417, -81.3885383 46.6395233, -81.3879248 46.6392443)",,,
413000605,413076422,0,35229107,2,,Fourth Avenue,residential,,False,False,66.75,,"LINESTRING (-81.3873656 46.6416492, -81.3880867 46.6419887)",,,
413000605,413014376,0,35235046,2,,Nickel Street,residential,,False,False,164.443,,"LINESTRING (-81.3873656 46.6416492, -81.386146 46.6428682)",,,
413000605,413130075,0,35238889,2,,Nickel Street,residential,,False,True,132.517,,"LINESTRING (-81.3873656 46.6416492, -81.3880141 46.640972, -81.3884172 46.6407097)",,,
413001299,413133722,0,35255221,2,,Golf Course Road,residential,,False,True,180.555,,"LINESTRING (-81.2001983 46.5872696, -81.202561 46.5872654)",,,
413002204,413033399,0,35233316,2,,Centre Street,residential,,False,False,110.399,,"LINESTRING (-81.3859058 46.6440029, -81.3850753 46.6448157)",,,
413003840,413006528,0,35227511,2,,Hesta Street,residential,,False,False,160.119,,"LINESTRING (-81.3357217 46.5921448, -81.3357436 46.5935847)",,,
413003840,413163935,0,35233389,2,,Poplar Street,residential,,False,False,92.765,,"LINESTRING (-81.3357217 46.5921448, -81.3345077 46.5921484)",,,
413003840,413228013,0,35251913,2,,Hesta Street,residential,,False,True,145.468,,"LINESTRING (-81.3357217 46.5921448, -81.3356732 46.590837)",,,
413003840,412932785,0,35257432,2,,Poplar Street,residential,,False,False,115.26500000000001,,"LINESTRING (-81.3357217 46.5921448, -81.3359963 46.592216, -81.3366248 46.5925201, -81.3368733 46.5926004, -81.3370431 46.5926179)",,,
413005479,413018395,0,35236708,2,,Dana Street,residential,,False,True,114.842,,"LINESTRING (-81.334839 46.5873962, -81.3347031 46.5873963, -81.3341765 46.5873965, -81.3334583 46.5873967, -81.3333362 46.5873958)",,,
413006528,413003840,0,35227511,2,,Hesta Street,residential,,False,True,160.119,,"LINESTRING (-81.3357436 46.5935847, -81.3357217 46.5921448)",,,
413006528,413218705,0,35253688,2,,Hesta Street,residential,,False,False,93.06,,"LINESTRING (-81.3357436 46.5935847, -81.3357488 46.5944216)",,,
413006528,413204390,0,35243506,2,,Bell Street,residential,,False,False,291.428,,"LINESTRING (-81.3357436 46.5935847, -81.3391639 46.5935656, -81.3395557 46.5935914)",,,
413006932,413208363,0,35252456,2,,Moose Lake Road,residential,,False,True,58.05200000000001,,"LINESTRING (-81.3391722 46.6241905, -81.3396145 46.6239012, -81.3396531 46.6238021)",,,
413006932,413138859,0,248608804,2,,Moose Lake Road,residential,,False,True,3556.045,,"LINESTRING (-81.3391722 46.6241905, -81.339282 46.6239619, -81.3392838 46.6239567, -81.3392486 46.6238299, -81.3391797 46.6236436, -81.3390798 46.6235398, -81.3389795 46.6234136, -81.338825 46.6232955, -81.3387675 46.6231389, -81.3387828 46.6228246, -81.3386837 46.6227582, -81.3385719 46.6226022, -81.3385043 46.6224832, -81.3383262 46.622268, -81.338193 46.6221272, -81.3381567 46.621948, -81.3381315 46.6217762, -81.3381138 46.6214472, -81.3381085 46.6211855, -81.3380592 46.6209017, -81.3380223 46.6206926, -81.3380478 46.6203483, -81.338064 46.6200788, -81.3379716 46.6198104, -81.3378804 46.6196018, -81.3377673 46.6193785, -81.3376445 46.6192152, -81.3375003 46.619067, -81.3372034 46.6188828, -81.3369288 46.6187284, -81.3366224 46.6186117, -81.3363271 46.6185024, -81.3360659 46.618475, -81.335772 46.618433, -81.3354894 46.6184208, -81.3352508 46.6184306, -81.3349154 46.6184862, -81.3347101 46.6185331, -81.3345485 46.6185945, -81.3342904 46.6187167, -81.3341405 46.6188154, -81.3337086 46.6189319, -81.3332321 46.6189889, -81.3329066 46.6189995, -81.3325603 46.6190552, -81.332192 46.6190962, -81.3318794 46.619204, -81.3316536 46.6193109, -81.3314179 46.6194628, -81.3312263 46.6196517, -81.3311002 46.6198549, -81.3308768 46.6200815, -81.3306093 46.6202711, -81.3303734 46.6204155, -81.3301038 46.6205079, -81.3298331 46.6205404, -81.3291839 46.6206514, -81.3289357 46.6207212, -81.3286331 46.6207914, -81.3283866 46.6209509, -81.3280644 46.6211186, -81.3277847 46.6212485, -81.3274294 46.621394, -81.3271163 46.6214793, -81.3265844 46.6216585, -81.3263345 46.6217331, -81.3260485 46.6217647, -81.325807 46.6217408, -81.3256275 46.6216304, -81.325376 46.6214464, -81.3250969 46.6211208, -81.3249434 46.6208811, -81.3247096 46.6206601, -81.3243773 46.6204024, -81.3241799 46.6202983, -81.3238394 46.6201699, -81.323553 46.6201215, -81.3232037 46.6200301, -81.3228368 46.6199757, -81.3224788 46.6199213, -81.3220938 46.61983, -81.3217535 46.6197386, -81.3214666 46.6196039, -81.3212067 46.6195, -81.3208487 46.6194455, -81.3205178 46.6194634, -81.3202346 46.619507, -81.3198797 46.6195818, -81.3195011 46.6196527, -81.3192523 46.6197068, -81.318832 46.6197079, -81.3186233 46.6197285, -81.3182988 46.6197914, -81.3180554 46.6199256, -81.3179218 46.6200122, -81.3175475 46.6202226, -81.3173319 46.6202944, -81.3171285 46.6204385, -81.3162273 46.6207497, -81.3159591 46.6207628, -81.3159765 46.6206827, -81.3159591 46.6205918, -81.3157289 46.6204818, -81.3155629 46.6203263, -81.3152662 46.6201496, -81.3148997 46.6200206, -81.3145238 46.6199539, -81.3141658 46.6198933, -81.3139237 46.6197769, -81.3136816 46.6196606, -81.3135487 46.6195078, -81.3134262 46.6193519, -81.3132934 46.619226, -81.3131604 46.6190926, -81.3130479 46.6188992, -81.3129573 46.618713, -81.3127485 46.618607, -81.3125419 46.6184352, -81.3124155 46.6182323, -81.3123252 46.6180663, -81.3122348 46.6178941, -81.3122249 46.6177279, -81.3122276 46.6175156, -81.3122669 46.6173133, -81.3122739 46.6171187, -81.3120758 46.6166876, -81.3119052 46.6165464, -81.3118149 46.6163927, -81.3117692 46.6162327, -81.3116075 46.6160915, -81.3114792 46.6159294, -81.3111052 46.6156861, -81.3108221 46.615644, -81.3105766 46.6156078, -81.3103351 46.6156023, -81.3100491 46.6156093, -81.3097031 46.6156022, -81.3093608 46.6156296, -81.3090656 46.6156058, -81.3088955 46.6155693, -81.3087968 46.615508, -81.308707 46.6154281, -81.3086794 46.6152927, -81.3087137 46.6150463, -81.3087305 46.6148492, -81.3085909 46.6145127)",,,
413006932,413083455,0,248608805,2,,Moose Lake Road,residential,,False,False,2012.9189999999999,,"LINESTRING (-81.3391722 46.6241905, -81.3384446 46.6248136, -81.3381981 46.6250843, -81.3381596 46.6251924, -81.3381738 46.6253723, -81.3382809 46.625795, -81.3384135 46.6261006, -81.338545 46.6262532, -81.3390697 46.6266026, -81.3392406 46.6267731, -81.3395185 46.6273482, -81.3396761 46.6274737, -81.3397683 46.6276085, -81.3407225 46.6277046, -81.3413111 46.6278108, -81.3413897 46.6278556, -81.3416774 46.6279087, -81.3419132 46.628016, -81.3425698 46.628554, -81.3427411 46.6287965, -81.3429664 46.6292998, -81.3431646 46.6296502, -81.3431411 46.6300732, -81.3429235 46.6307848, -81.3427176 46.6312804, -81.3425493 46.6315239, -81.3422764 46.6317407, -81.3417681 46.6319402, -81.3415985 46.6319767, -81.3411415 46.6320141, -81.3409329 46.6320777, -81.3400752 46.6328092, -81.340027 46.6334573, -81.3396949 46.6346642, -81.3397094 46.6348891, -81.3397762 46.6351229, -81.3402381 46.6358685, -81.3402915 46.6360483, -81.3402535 46.6362374, -81.340112 46.6365888, -81.3401783 46.6367506, -81.3405716 46.6369564, -81.3409899 46.6370001, -81.3422046 46.6369335, -81.3436931 46.6367851)",,,
413007824,413020657,0,35226525,2,,Houle Avenue,residential,,False,False,30.993,,"LINESTRING (-81.3277834 46.5861385, -81.3277892 46.5864172)",,,
413007824,413207483,0,248608764,2,144,Highway 144,primary,80,False,False,307.566,,"LINESTRING (-81.3277834 46.5861385, -81.331808 46.5861536)",,,
413007824,2553721609,0,248608764,2,144,Highway 144,primary,80,False,True,675.581,,"LINESTRING (-81.3277834 46.5861385, -81.324751 46.5861452, -81.3208995 46.5861537, -81.3197343 46.5861732, -81.3189646 46.5862981)",,,
413008267,413212330,0,"[35227902, 35250846]",2,,Slalom Street,residential,,False,False,81.28599999999999,,"LINESTRING (-81.4017845 46.6284334, -81.4021109 46.6284053, -81.4022548 46.6284317, -81.4026089 46.6286285, -81.4026096 46.6287185)",,,
413009195,413016639,0,35240901,2,,,residential,,False,False,213.14599999999996,,"LINESTRING (-81.3361199 46.6628426, -81.336304 46.6630311, -81.3365009 46.6631655, -81.3367629 46.6632457, -81.3372733 46.6633432, -81.3381235 46.6634307, -81.3382675 46.6634752, -81.3383725 46.6635379, -81.3384778 46.6636636)",,,
413009620,413179417,0,35242119,2,,Fraser Avenue,residential,,False,True,271.144,,"LINESTRING (-81.4108305 46.6240816, -81.4122597 46.6230775, -81.4124942 46.6229957, -81.4127426 46.6230218, -81.4136847 46.6232344)",,,
413009620,412930364,0,35245435,2,,Fraser Avenue,residential,,False,False,325.366,,"LINESTRING (-81.4108305 46.6240816, -81.4105186 46.6242897, -81.4103759 46.6244252, -81.4102087 46.6247678, -81.410161 46.6253709, -81.4100839 46.6255422, -81.4099153 46.6256958, -81.4085484 46.6263126)",,,
413009620,2551971833,0,248406345,2,,Gill Avenue,residential,,False,False,82.30799999999998,,"LINESTRING (-81.4108305 46.6240816, -81.4113685 46.6244, -81.4114246 46.6244326, -81.4114822 46.624464, -81.4115413 46.624494, -81.4116018 46.6245227, -81.4116637 46.62455)",,,
413013328,413074461,0,35229039,2,,,residential,,False,True,160.81799999999998,,"LINESTRING (-81.3270232 46.6586933, -81.3275814 46.6580528, -81.3280482 46.6574305)",,,
413013328,413165197,0,35241712,2,,,residential,,False,False,414.674,,"LINESTRING (-81.3270232 46.6586933, -81.3286741 46.6593455, -81.3292765 46.6595418, -81.3294334 46.6595503, -81.3301387 46.6594673, -81.3313158 46.6595899, -81.3321133 46.6596146)",,,
413013328,413039841,0,35257075,2,,,residential,,False,True,987.635,,"LINESTRING (-81.3270232 46.6586933, -81.3245088 46.6578725, -81.3233169 46.6574529, -81.3232116 46.6573362, -81.3235203 46.6564984, -81.323558 46.6562373, -81.3229919 46.655546, -81.3227147 46.6550968, -81.322635 46.6548721, -81.3227643 46.6546377, -81.3232839 46.6541053, -81.3234785 46.6538617, -81.3240349 46.6529422, -81.3242158 46.6525908, -81.3242541 46.6524287, -81.3242394 46.6521677, -81.3241859 46.6519609, -81.3242245 46.6518618)",,,
413014376,413000605,0,35235046,2,,Nickel Street,residential,,False,True,164.443,,"LINESTRING (-81.386146 46.6428682, -81.3873656 46.6416492)",,,
413014376,413042070,0,35246342,2,,Nickel Street,residential,,False,False,68.221,,"LINESTRING (-81.386146 46.6428682, -81.38564 46.6433739)",,,
413014376,413049889,0,35240838,2,,,residential,,False,False,190.775,,"LINESTRING (-81.386146 46.6428682, -81.3865133 46.643065, -81.3878506 46.6436994, -81.3881265 46.6439054)",,,
413014454,413082639,0,35226175,2,,Larch Street,residential,,False,True,49.56,,"LINESTRING (-81.3964332 46.6469547, -81.3958438 46.6467678)",,,
