u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
413235336,413258576,0,35251221,2,,Watson Court,residential,50,False,True,254.81,,"LINESTRING (-80.887672 46.5483849, -80.8876067 46.5470917, -80.8876552 46.5469911, -80.887851 46.5469103, -80.8880467 46.5468834, -80.888799 46.5468686, -80.8889148 46.5468663)",,,
413235401,1956503540,0,294003035,2,,Hawthorne Drive,tertiary,50,False,True,12.362,,"LINESTRING (-80.9441157 46.5155719, -80.9442702 46.5155394)",,,
413235401,413121240,0,294002040,2,,Hawthorne Drive,tertiary,40,False,False,96.62700000000001,,"LINESTRING (-80.9441157 46.5155719, -80.9440411 46.5155822, -80.9436368 46.5156503, -80.9428864 46.5157705)",,,
413235401,2434150778,0,294002060,4,66,Barry Downe Road,secondary,50,True,False,63.56,,"LINESTRING (-80.9441157 46.5155719, -80.9441159 46.5157067, -80.9441163 46.516033, -80.9441919 46.5161305)",,,
413235570,413261095,0,35225165,,,Margaret Street,residential,50,False,False,165.23,,"LINESTRING (-80.9362892 46.495191, -80.9361848 46.4951908, -80.9341307 46.4951895)",,,
413235570,413053913,0,733953905,2,72,Second Avenue North,secondary,50,False,True,47.175,,"LINESTRING (-80.9362892 46.495191, -80.9362956 46.4948467, -80.9362982 46.4947668)",,,
413235570,413201725,0,855225353,2,72,Second Avenue North,secondary,50,False,False,108.287,,"LINESTRING (-80.9362892 46.495191, -80.9362831 46.495445, -80.936277 46.4961648)",,,
413235657,413242972,0,210950242,,,Albert Street,residential,50,False,False,71.979,,"LINESTRING (-81.0097934 46.4905481, -81.0098868 46.4905486, -81.0107336 46.4905534)",,,
413235657,412931056,0,210950242,,,Albert Street,residential,50,False,True,100.81499999999998,,"LINESTRING (-81.0097934 46.4905481, -81.0097138 46.4905481, -81.0096682 46.4905481, -81.0086248 46.4905477, -81.0085792 46.4905476, -81.0084765 46.4905476)",,,
413235657,413102610,0,210950627,2,,Whittaker Street,residential,50,False,False,142.04199999999997,,"LINESTRING (-81.0097934 46.4905481, -81.0097933 46.4908955, -81.009793 46.4917043, -81.009793 46.4917469, -81.009795 46.4918255)",,,
413235657,413078385,0,210950627,2,,Whittaker Street,residential,50,False,True,142.308,,"LINESTRING (-81.0097934 46.4905481, -81.0097898 46.4896225, -81.0097884 46.4892683)",,,
413235758,413157439,0,35225179,2,,Agincourt Avenue,residential,,False,False,148.934,,"LINESTRING (-80.9528464 46.5329343, -80.9528593 46.5331053, -80.9530025 46.5334203, -80.9531588 46.5335554, -80.9533674 46.5336635, -80.9539931 46.5338887)",,,
413235758,413046980,0,35249144,2,,Agincourt Avenue,residential,,False,True,220.04799999999997,,"LINESTRING (-80.9528464 46.5329343, -80.9528531 46.5323273, -80.9528606 46.5316384, -80.9526914 46.5312423, -80.9527047 46.5309723)",,,
413235758,413161936,0,35255916,2,,Balmoral Drive,residential,,False,False,153.604,,"LINESTRING (-80.9528464 46.5329343, -80.9520509 46.532952, -80.9516205 46.5330058, -80.951451 46.5330687, -80.9513074 46.5331586, -80.9510986 46.5333835)",,,
413235779,413140186,0,35227384,,,Brierwood Court,residential,50,False,True,310.681,,"LINESTRING (-81.0281297 46.460872, -81.0282757 46.4608718, -81.0288556 46.4608712, -81.0292325 46.4608686, -81.0294806 46.4608601, -81.0296844 46.4608324, -81.0299057 46.4607892, -81.0300881 46.4607411, -81.0303342 46.4606595, -81.0304949 46.4605911, -81.030674 46.4604996, -81.0308283 46.4604066, -81.0309654 46.4602972, -81.0310747 46.4602084, -81.0314175 46.4598732, -81.0315341 46.4597548)",,,
413235779,385509598,0,240258581,2,37,Kelly Lake Road,tertiary,50,False,False,88.87899999999999,,"LINESTRING (-81.0281297 46.460872, -81.0281319 46.4606439, -81.0281334 46.4604887, -81.0281363 46.4601927, -81.0281365 46.4601631, -81.0281374 46.4600727)",,,
413235779,413271221,0,240258581,2,37,Kelly Lake Road,tertiary,50,False,True,145.81,,"LINESTRING (-81.0281297 46.460872, -81.0281318 46.4614384, -81.0281326 46.461649, -81.0281332 46.4618209, -81.0281335 46.4618966, -81.0281346 46.4621833)",,,
413235781,413182231,0,35225770,2,,Saint Jerome Street,residential,,False,True,136.15099999999998,,"LINESTRING (-80.9819033 46.5234571, -80.9819053 46.5234096, -80.98191 46.5232992, -80.9819478 46.5224185, -80.9819558 46.5222332)",,,
413236085,413270465,0,35240353,2,,Brebeuf Avenue,residential,,False,True,486.033,,"LINESTRING (-80.9913936 46.500895, -80.9913936 46.5008335, -80.9913935 46.5007892, -80.9913932 46.5005858, -80.991393 46.5004144, -80.9913924 46.4999275, -80.9913749 46.4998423, -80.9913328 46.4997774, -80.991025 46.4994295, -80.9908895 46.4991816, -80.990784 46.4989506, -80.9907751 46.4988967, -80.9907727 46.4988439, -80.9907872 46.4987693, -80.9908252 46.4986936, -80.9908723 46.4986376, -80.9910941 46.4984595, -80.9917742 46.4979129, -80.9918169 46.4978861, -80.9918649 46.4978623, -80.9926004 46.4976611, -80.9929423 46.4975675, -80.9931901 46.4975454)",,,
413236085,413077168,0,223303938,2,58,Kathleen Street,tertiary,50,False,False,83.582,,"LINESTRING (-80.9913936 46.500895, -80.9912347 46.5009415, -80.9911783 46.500958, -80.9907254 46.5010905, -80.9903886 46.501189)",,,
413236085,413138689,0,223303938,2,58,Kathleen Street,tertiary,50,False,True,540.6080000000001,,"LINESTRING (-80.9913936 46.500895, -80.9923352 46.5005949, -80.9930679 46.5003613, -80.9937387 46.5001663, -80.9943441 46.4999902, -80.9945396 46.4999302, -80.9947561 46.4998638, -80.9948424 46.4998411, -80.9949292 46.4998332, -80.9950154 46.4998333, -80.995088 46.4998527, -80.9962073 46.5002895, -80.9962895 46.5003077, -80.9964453 46.5003148, -80.9977705 46.5003407, -80.9979529 46.5003443)",,,
413236177,413030597,0,35235457,,,St. Raphael Street,residential,50,False,False,196.62099999999998,,"LINESTRING (-80.9795506 46.4893762, -80.9796083 46.4894364, -80.9796333 46.4894625, -80.9801038 46.4899529, -80.9801612 46.4900051, -80.9802157 46.4900372, -80.9803424 46.4900804, -80.9806498 46.4901967, -80.9814638 46.4904699)",,,
413236177,413153115,0,315159621,2,67,Howey Drive,secondary,50,False,False,228.778,,"LINESTRING (-80.9795506 46.4893762, -80.9792605 46.4894321, -80.979181 46.4894474, -80.9790246 46.4894699, -80.9789423 46.4894818, -80.9784492 46.4895283, -80.9773949 46.4896148, -80.9766009 46.4896888)",,,
413236177,412991136,0,315159621,2,67,Howey Drive,secondary,50,False,True,196.489,,"LINESTRING (-80.9795506 46.4893762, -80.9802186 46.4892116, -80.9804416 46.4891535, -80.9805073 46.4891351, -80.9805635 46.4891138, -80.9807112 46.48905, -80.9817342 46.4884875)",,,
413236191,412925123,0,35224818,2,,Poplar Street,residential,,False,True,49.14,,"LINESTRING (-80.8598393 46.5648693, -80.8598529 46.5646353, -80.8598274 46.5644283)",,,
413236401,412982761,0,35258792,2,,Red Deer Lake Road N,residential,,False,False,38.111,,"LINESTRING (-80.7145016 46.4497467, -80.7140067 46.4497814)",,,
413236401,413018486,0,35228240,2,,Red Deer Lake Road N,residential,,False,True,3179.1600000000008,,"LINESTRING (-80.7145016 46.4497467, -80.7182394 46.4495579, -80.7228892 46.4492633, -80.7235537 46.4491749, -80.7241273 46.4490413, -80.724688 46.4488627, -80.7250269 46.4488005, -80.7266683 46.4486244, -80.7269807 46.4486342, -80.7272669 46.4486799, -80.7278001 46.4488161, -80.7284767 46.4489077, -80.7288673 46.4489087, -80.7297008 46.4488656, -80.732319 46.4486378, -80.7346374 46.4484632, -80.735367 46.4483569, -80.736097 46.4481786, -80.7367875 46.4480992, -80.7374253 46.4481277, -80.7407179 46.4484322, -80.7426443 46.4485715, -80.7429959 46.4485543, -80.7440641 46.4484397, -80.7444025 46.4484585, -80.7447016 46.4485401, -80.7451951 46.4488022, -80.745715 46.4490104, -80.7462614 46.4491016, -80.7491509 46.4493059, -80.7501924 46.4493352, -80.7512212 46.4492925, -80.7533573 46.4491351, -80.7551285 46.4490399, -80.7553239 46.4490043)",,,
413236401,2506586072,0,"[35230897, 35242421, 35242422]",2,,Red Deer Road,residential,,False,True,2392.902999999999,yes,"LINESTRING (-80.7145016 46.4497467, -80.7143364 46.4489813, -80.7143516 46.4485493, -80.7144322 46.4480816, -80.7146048 46.447434, -80.7150146 46.4462471, -80.7154229 46.4453571, -80.715464 46.4449613, -80.7153867 46.4447991, -80.7151535 46.4445825, -80.7141415 46.443923, -80.7139472 46.4437335, -80.7137148 46.443355, -80.7135618 46.4427336, -80.7134746 46.4419954, -80.7135025 46.4416445, -80.7134771 46.4415184, -80.7134126 46.4414103, -80.7132829 46.44132, -80.7130096 46.4412923, -80.7128663 46.4413099, -80.7122142 46.4415333, -80.7116667 46.4416759, -80.7112497 46.4417468, -80.7091523 46.4420115, -80.7089051 46.4419839, -80.7086844 46.4418753, -80.708529 46.4417219, -80.7084388 46.4415507, -80.7083495 46.4411995, -80.7082723 46.4410373, -80.7081037 46.4409199, -80.7078827 46.4408473, -80.7074534 46.4408012, -80.7072845 46.4407288, -80.7068186 46.4402146, -80.7065592 46.4400339, -80.7051448 46.4391933, -80.7048595 46.4389856, -80.7045878 46.4386789, -80.7044975 46.4385347, -80.7044075 46.4383185, -80.7043953 46.4381744, -80.7044919 46.4371577, -80.704405 46.4363835, -80.704389 46.4345206, -80.7044236 46.4339885)",,,
413236516,413132715,0,35231986,2,,Robinson Drive,residential,,False,False,48.339,,"LINESTRING (-80.7782197 46.4876045, -80.7784068 46.4880197)",,,
413236516,81359315,0,35239762,2,,Robinson Drive,residential,,False,True,62.282,,"LINESTRING (-80.7782197 46.4876045, -80.7781936 46.4874501, -80.7782087 46.4871468, -80.7782086 46.4870456)",,,
413236516,413128334,0,35245932,2,,Railway Road,residential,,False,False,281.793,,"LINESTRING (-80.7782197 46.4876045, -80.7771305 46.4878732, -80.7755178 46.4883031, -80.7748224 46.4885675)",,,
413236529,413232009,0,35228688,2,,Third Avenue,residential,,False,True,116.088,,"LINESTRING (-80.8458248 46.4914783, -80.8458278 46.4904343)",,,
413236529,413099375,0,35239006,2,,Third Avenue,residential,,False,False,119.1,,"LINESTRING (-80.8458248 46.4914783, -80.8457957 46.4925492)",,,
413236529,413262873,0,35229813,2,,Spruce Street,residential,,False,False,104.76400000000001,,"LINESTRING (-80.8458248 46.4914783, -80.8465071 46.4914882, -80.847193 46.4914981)",,,
413236529,413088918,0,35249372,2,,Spruce Street,residential,,False,True,106.732,,"LINESTRING (-80.8458248 46.4914783, -80.8451196 46.4914773, -80.8444306 46.4914764)",,,
413236647,413156388,0,35241988,2,,Hannah Lake Road,residential,,False,False,199.827,,"LINESTRING (-81.0443219 46.4388461, -81.043493 46.4394482, -81.0428164 46.4399614, -81.0425172 46.4401415)",,,
413236647,413036034,0,477682822,2,17,Southwest By-Pass,trunk,90,False,False,981.1139999999998,,"LINESTRING (-81.0443219 46.4388461, -81.0428347 46.437873, -81.0409229 46.436608, -81.0387541 46.4352388, -81.0369554 46.4342936, -81.0352016 46.433503, -81.0344605 46.4332899)",,,
413236647,1295323057,0,477682822,2,17,Southwest By-Pass,trunk,90,False,True,878.7319999999997,,"LINESTRING (-81.0443219 46.4388461, -81.047189 46.440648, -81.0480358 46.4411626, -81.0486811 46.4414864, -81.0493935 46.4418123, -81.0503025 46.4421583, -81.0511064 46.4424143, -81.0524803 46.4427461, -81.0529656 46.442844, -81.05338 46.4429239, -81.0537024 46.4429754, -81.0538566 46.4430005)",,,
413236705,413272059,0,35236530,2,,Fabian Crescent,residential,,False,False,79.189,,"LINESTRING (-80.8731157 46.5474233, -80.8720805 46.54744)",,,
413236848,413254754,0,35232396,2,,Ramsey View Court,residential,,False,True,463.9920000000001,,"LINESTRING (-81.0032117 46.4679545, -81.0032144 46.4668738, -81.003217 46.4658523, -81.0032561 46.4657173, -81.0033342 46.4656093, -81.0037191 46.4654402, -81.0038291 46.4653663, -81.0038812 46.4652493, -81.0038816 46.4652313, -81.0038879 46.4649259, -81.0038993 46.4644999, -81.003908 46.464178, -81.0039092 46.4641348, -81.0039104 46.4640874, -81.003912 46.4639799)",,,
413236848,413243164,0,35238826,2,,Ramsey View Court,residential,,False,False,243.42999999999995,,"LINESTRING (-81.0032117 46.4679545, -81.0036533 46.4680682, -81.0042336 46.4682134, -81.0046473 46.4683188, -81.0050015 46.4684081, -81.0052407 46.4684515, -81.0056813 46.4684543, -81.00611 46.4684636, -81.0062644 46.468467)",,,
413236848,10590125442,0,35253734,2,,Centennial Drive,residential,,False,True,436.932,,"LINESTRING (-81.0032117 46.4679545, -81.003178 46.4680932, -81.0030999 46.4682102, -81.0028003 46.4684892, -81.0023836 46.4686962, -81.0023218 46.4687097, -81.0021361 46.4687502, -81.0018626 46.4687772, -81.0016021 46.4687592, -81.0013285 46.4687052, -81.0010811 46.4686152, -81.0008466 46.4684892, -81.0006555 46.4683165, -81 46.4677243, -80.9996874 46.4675623, -80.9990854 46.4673952, -80.9988998 46.4673437)",,,
413236913,413256395,0,35236617,2,,Old Falconbridge Road,residential,,False,True,200.917,,"LINESTRING (-80.9128538 46.5317589, -80.9128935 46.5313809, -80.9128171 46.5302199, -80.9129241 46.5300543, -80.912974 46.5299771)",,,
413237000,413132928,0,35230426,2,68,Auger Avenue,tertiary,40,False,False,90.077,,"LINESTRING (-80.9330699 46.5142494, -80.9330698 46.5146969, -80.9330401 46.5150589)",,,
413237000,413057864,0,35236738,2,,Huntington Drive,residential,40,False,False,208.363,,"LINESTRING (-80.9330699 46.5142494, -80.9329787 46.5142496, -80.9329224 46.5142497, -80.9317489 46.5142521, -80.9316121 46.5142539, -80.9315209 46.5142631, -80.9314163 46.5142779, -80.9312447 46.5143093, -80.9303825 46.5144572)",,,
413237000,413033393,0,554551076,2,68,Auger Avenue,tertiary,40,False,True,143.511,,"LINESTRING (-80.9330699 46.5142494, -80.9330785 46.5130663, -80.9330791 46.5129588)",,,
413237166,413162729,0,35233271,2,,Kontola Road,residential,,False,False,265.789,,"LINESTRING (-80.7155204 46.429122, -80.7147257 46.429264, -80.7145435 46.4292726, -80.7137759 46.4292076, -80.7135676 46.4292161, -80.7134763 46.4292429, -80.7133846 46.4293687, -80.7131867 46.4298811, -80.7129771 46.4301236)",,,
413237166,413215416,0,35238997,2,,Kontola Road,residential,,False,True,1992.699,,"LINESTRING (-80.7155204 46.429122, -80.7159889 46.4291322, -80.7164708 46.4290794, -80.7172779 46.4290364, -80.7186966 46.4290489, -80.7193867 46.4289966, -80.7214703 46.4287587, -80.7219915 46.4286519, -80.7221217 46.4286432, -80.7238681 46.4281795, -80.7241807 46.4281352, -80.7253671 46.4277331, -80.7260709 46.4275458, -80.7265398 46.4274749, -80.7287134 46.4274441, -80.7299894 46.4273391, -80.7305228 46.4273854, -80.7310951 46.4274677, -80.7317196 46.4275052, -80.7319927 46.4275598, -80.7323832 46.4275338, -80.7326563 46.4275794, -80.7329818 46.4275622, -80.7339969 46.4275735, -80.7349082 46.4275216, -80.7354294 46.4274148, -80.7357028 46.4273885, -80.7363275 46.4273899, -80.7373815 46.4274373, -80.7396722 46.4274246, -80.7401148 46.4274291, -80.7410453 46.4274207)",,,
413237166,413104663,0,35257069,2,,,residential,,False,True,97.816,,"LINESTRING (-80.7155204 46.429122, -80.7152109 46.4285812, -80.7151072 46.428482, -80.7149645 46.4284006, -80.7149387 46.4283556)",,,
413237211,2447181246,0,35230252,,,Ralph Street,residential,50,False,False,15.242,,"LINESTRING (-80.9528347 46.4904487, -80.9528698 46.4905096, -80.9529082 46.4905761)",,,
413237211,2447212414,0,35230252,,,Ralph Street,residential,50,False,True,163.554,,"LINESTRING (-80.9528347 46.4904487, -80.9525735 46.4901844, -80.9523746 46.4899613, -80.9520318 46.4895954, -80.9517207 46.4891951)",,,
413237211,2447174855,0,"[35254075, 236731806]",,,"['Glen Avenue', 'Woodland Street']",residential,50,False,"[False, True]",181.64600000000002,,"LINESTRING (-80.9528347 46.4904487, -80.9529482 46.4904188, -80.9530162 46.4904009, -80.9531181 46.4903691, -80.9532196 46.4903162, -80.9537528 46.489878, -80.9537913 46.4898188, -80.9537726 46.4897583, -80.9533048 46.489209)",,,
413237457,413199709,0,35249834,2,,Ellsmere Drive,residential,,False,True,153.41199999999998,,"LINESTRING (-80.8700932 46.5476646, -80.8702964 46.5475908, -80.8707828 46.5475385, -80.8708683 46.5475207, -80.870931 46.5474909, -80.8709731 46.5474581, -80.8709967 46.54741, -80.8709566 46.5467359)",,,
413237974,413116327,0,35228008,,,Bloor Street,residential,50,False,True,147.901,,"LINESTRING (-81.0066064 46.4994907, -81.0065006 46.49949, -81.0064282 46.4994896, -81.0057657 46.4994854, -81.0048189 46.4994794, -81.0047652 46.4994791, -81.0046742 46.4994785)",,,
413237974,413197789,0,233512576,2,42,Frood Road,tertiary,50,False,False,230.981,,"LINESTRING (-81.0066064 46.4994907, -81.0061339 46.4990017, -81.0061053 46.4989721, -81.0056789 46.4984422, -81.0053012 46.4979486, -81.0050831 46.4976996)",,,
413237974,413024637,0,233512576,2,42,Frood Road,tertiary,50,False,True,59.651,,"LINESTRING (-81.0066064 46.4994907, -81.0069663 46.4998103, -81.0070364 46.4999067, -81.0070522 46.4999284)",,,
413238013,413081306,0,35245796,2,,Luoma Road,residential,,False,True,476.876,,"LINESTRING (-81.0245008 46.4125718, -81.022536 46.4126262, -81.0210657 46.4125185, -81.0205972 46.4123926, -81.0196211 46.4117268, -81.0190615 46.4114209, -81.0189444 46.4113219)",,,
413238070,413239155,0,35246768,,,Landsend Street,residential,50,False,True,45.508,,"LINESTRING (-81.0281517 46.4782584, -81.028746 46.478261)",,,
413238229,413235048,0,35228738,,,Main Street,residential,50,False,True,108.106,,"LINESTRING (-80.975436 46.5204203, -80.9740232 46.5204084)",,,
413238229,412993698,0,35228738,,,Main Street,residential,50,False,False,94.573,,"LINESTRING (-80.975436 46.5204203, -80.9765367 46.5204351, -80.9765796 46.5204357, -80.9766718 46.5204369)",,,
413238229,413212129,0,35253916,,,Miller Street,residential,50,False,True,201.62199999999999,,"LINESTRING (-80.975436 46.5204203, -80.9754375 46.5203332, -80.9754646 46.5187183, -80.9754653 46.5186777, -80.9754664 46.5186072)",,,
413238276,413142368,0,35239622,2,,Madison Avenue,residential,,False,False,95.891,,"LINESTRING (-80.9309958 46.5291074, -80.9299259 46.5295567)",,,
413238276,412930788,0,35241274,2,,Madison Avenue,residential,,False,True,103.932,,"LINESTRING (-80.9309958 46.5291074, -80.9321569 46.5286221)",,,
413238276,412930788,1,35258386,2,,Berkley Court,residential,,False,True,368.49,,"LINESTRING (-80.9309958 46.5291074, -80.9318421 46.5300439, -80.9319724 46.5301159, -80.9321289 46.530116, -80.9329769 46.5297566, -80.9330292 46.5296576, -80.9329641 46.5295496, -80.9321569 46.5286221)",,,
413238333,413271209,0,35236988,2,,Bishop Crescent,residential,,False,True,125.458,,"LINESTRING (-80.790082 46.481031, -80.7885594 46.4806142)",,,
413238425,413160227,0,1177709963,2,17,Highway 17,trunk,90,False,True,760.299,,"LINESTRING (-80.7152885 46.5071367, -80.7244083 46.5044254)",,,
413238425,2507360086,0,"[35240513, 35247473, 243311430]",2,,Joudrey Road,residential,,False,True,5480.111999999998,,"LINESTRING (-80.7152885 46.5071367, -80.7151436 46.5070627, -80.7149972 46.5069763, -80.7146069 46.5068404, -80.7141648 46.5066413, -80.7136191 46.5063069, -80.7133986 46.5060994, -80.7130374 46.5053875, -80.7129861 46.5052344, -80.7128468 46.5044691, -80.7125381 46.5036853, -80.7124604 46.5035951, -80.7123847 46.5032061, -80.7123651 46.5029282, -80.7124237 46.5022336, -80.7122544 46.5013596, -80.7123847 46.5010593, -80.7127037 46.5007231, -80.7128535 46.5003377, -80.7128966 46.5, -80.7129031 46.4998664, -80.7129188 46.4997822, -80.7129573 46.4997138, -80.7130881 46.4994983, -80.713188 46.4993617, -80.7132416 46.4993091, -80.7133182 46.499262, -80.7134482 46.4991938, -80.7134866 46.499136, -80.7135098 46.4990729, -80.7135334 46.4989466, -80.7135416 46.4988308, -80.7135584 46.4986051, -80.7135388 46.4979785, -80.713545 46.4967887, -80.7135412 46.4960779, -80.7135428 46.495762, -80.7135154 46.4951363, -80.7135322 46.494831, -80.7135102 46.4946572, -80.713496 46.4944729, -80.7135273 46.4943097, -80.7135433 46.4941782, -80.7134906 46.4940359, -80.713294 46.4937142, -80.7130745 46.4933925, -80.7129759 46.4933028, -80.7128162 46.4932023, -80.7127786 46.493118, -80.712779 46.4930285, -80.7128179 46.492897, -80.7128872 46.4927708, -80.7129871 46.4926131, -80.7130411 46.492508, -80.7130644 46.4924185, -80.7130884 46.492208, -80.7131044 46.4920711, -80.7130985 46.4919052, -80.7131441 46.4917718, -80.713229 46.4915825, -80.7133063 46.4913721, -80.7133299 46.491251, -80.7133152 46.4911299, -80.713255 46.4909876, -80.713149 46.4908452, -80.7130581 46.4907239, -80.7130052 46.4906343, -80.7130912 46.4904849, -80.7132141 46.490322, -80.7133141 46.4901591, -80.7133987 46.4900171, -80.7134909 46.4898805, -80.713545 46.4897437, -80.7136451 46.489565, -80.7136993 46.4894124, -80.7137382 46.4892598, -80.7137544 46.4890914, -80.713778 46.4889388, -80.7139029 46.4883968, -80.7139574 46.4881864, -80.7139885 46.4880706, -80.7142267 46.4877342, -80.7142347 46.4876606, -80.7142274 46.4875974, -80.7141437 46.4875498, -80.7139524 46.4874611, -80.7136788 46.4872972, -80.7134741 46.4870703, -80.713201 46.4867853, -80.7130949 46.4866587, -80.7130348 46.4865006, -80.7129751 46.4862425, -80.7129002 46.4859843, -80.7128636 46.4857052, -80.7128951 46.4855157, -80.7130027 46.4853528, -80.7132324 46.4851796, -80.7135076 46.4850329, -80.7136682 46.4849543, -80.7139717 46.4848704, -80.7142256 46.4848083, -80.7143372 46.4847453, -80.7144172 46.4846298, -80.7146866 46.484385, -80.7147636 46.4842483, -80.714784 46.4840084, -80.7149262 46.4837643, -80.7149817 46.4835859, -80.7151644 46.4834279, -80.7152954 46.4831598, -80.7154034 46.4829179, -80.7154501 46.4827495, -80.7155044 46.4825601, -80.7155969 46.4823655, -80.7156665 46.4821867, -80.7157359 46.4820395, -80.7157902 46.4818658, -80.7158672 46.4817081, -80.7158526 46.4814732, -80.7159314 46.4813384, -80.715945 46.4812304, -80.7159327 46.4811044, -80.7159072 46.4809873, -80.7158348 46.4808509, -80.7158048 46.4807508, -80.7158894 46.4806247, -80.7158975 46.4805194, -80.7158065 46.4804244, -80.7156388 46.4804187, -80.7154407 46.4805002, -80.715325 46.4806549, -80.7151717 46.4808019, -80.715048 46.4808682, -80.7148887 46.4809697, -80.7145828 46.4811479, -80.7144859 46.4812358, -80.7143291 46.4813164, -80.7141856 46.4812733, -80.7141097 46.4811994, -80.7140722 46.481094, -80.7140428 46.4808781, -80.7140063 46.4805779, -80.7140511 46.4804423, -80.7140748 46.4802792, -80.7138318 46.4800943, -80.7137633 46.480073, -80.7137407 46.4800151, -80.7137564 46.4799309, -80.7137952 46.4797888, -80.7138802 46.4795837, -80.7139726 46.4794049, -80.7141265 46.4791368, -80.7142116 46.4789106, -80.7143345 46.4787372, -80.7145946 46.4785641, -80.7148242 46.4783962, -80.7150232 46.4782598, -80.715123 46.4781232, -80.7151771 46.4779812, -80.7151933 46.4778022, -80.7151791 46.4776074, -80.7150742 46.4772544, -80.714871 46.4767379, -80.7148284 46.4763647, -80.7147539 46.4760328, -80.7146875 46.4756167, -80.7147495 46.4754168, -80.7148648 46.4752328, -80.7165826 46.4733207, -80.7166386 46.4729319, -80.7167246 46.4725267, -80.7168729 46.4718584, -80.7170121 46.471485, -80.7171127 46.4711904, -80.7171673 46.4709483, -80.7171612 46.4706535, -80.7172158 46.4703706, -80.7172705 46.4701075, -80.7172183 46.4698968, -80.7170976 46.4696438, -80.716931 46.4694275, -80.7168028 46.4691639, -80.7166896 46.4689425, -80.7166148 46.4686633, -80.716571 46.4682955, -80.7164811 46.4679794, -80.7164059 46.467795, -80.7163152 46.4676368, -80.7162015 46.4675049, -80.7160877 46.4674098, -80.7158901 46.4672988, -80.7155707 46.46714, -80.7151753 46.4669548, -80.7146735 46.4667061, -80.7144531 46.4665687, -80.7143468 46.4664894, -80.7142788 46.4663892, -80.7142336 46.4662838, -80.714219 46.4661469, -80.7141895 46.4659678, -80.7141906 46.4657625, -80.7141691 46.4654887, -80.7141321 46.4652727, -80.7140926 46.4650355, -80.71408 46.4649219, -80.7140743 46.4647537, -80.7140687 46.464581, -80.7140448 46.4643168)",,,
413238425,81359321,0,1177709963,2,17,Highway 17,trunk,90,False,False,446.386,,"LINESTRING (-80.7152885 46.5071367, -80.7122952 46.508052, -80.7116205 46.5083332, -80.711329 46.5085027, -80.7107194 46.5089421, -80.7103739 46.5091949)",,,
413238481,413192738,0,35228072,2,,Pilotte Road,residential,50,False,False,88.17500000000001,,"LINESTRING (-80.8808401 46.549855, -80.8805602 46.5500571, -80.8803175 46.5502324, -80.8800953 46.5504572)",,,
413238481,413208138,0,35257610,2,,Lawrence Street,residential,50,False,True,177.738,,"LINESTRING (-80.8808401 46.549855, -80.8808349 46.549738, -80.8807646 46.5483368, -80.8807607 46.5482575)",,,
413238481,413227638,0,35257875,2,,Pilotte Road,residential,50,False,True,353.633,,"LINESTRING (-80.8808401 46.549855, -80.8826952 46.548552, -80.8832339 46.5483168, -80.8840629 46.5479548, -80.8843599 46.5478241)",,,
413238503,413077031,0,35256439,2,,Aberdeen Court,residential,,False,True,98.85900000000001,,"LINESTRING (-80.9195299 46.5290818, -80.9194821 46.5290279, -80.9193649 46.5289558, -80.9190521 46.5288476, -80.9188696 46.5288295, -80.918361 46.5288381)",,,
413238563,413020826,0,35228809,,,Annie Street,residential,50,False,False,38.873000000000005,,"LINESTRING (-80.9834871 46.4860525, -80.9834961 46.4862161, -80.98354 46.486322, -80.9835896 46.4863896)",,,
413238563,413180370,0,35228809,,,Annie Street,residential,50,False,True,99.876,,"LINESTRING (-80.9834871 46.4860525, -80.9834895 46.485994, -80.9835194 46.4852485, -80.9835207 46.4852121, -80.9835302 46.485155)",,,
413238563,412930540,0,35233357,,,Cartier Avenue,residential,50,False,True,179.315,,"LINESTRING (-80.9834871 46.4860525, -80.9812709 46.4860485, -80.981145 46.4860483)",,,
413238812,413240314,0,35233366,2,,Marie Avenue,residential,,False,True,116.577,,"LINESTRING (-80.9867314 46.4529551, -80.9867185 46.4526581, -80.9868359 46.4519112)",,,
413238812,413233189,0,35238662,2,,Stewart Drive,residential,,False,True,73.476,,"LINESTRING (-80.9867314 46.4529551, -80.9859371 46.452964, -80.9857809 46.452928)",,,
413238812,413169136,0,35239525,2,,Stewart Drive,residential,,False,True,248.388,,"LINESTRING (-80.9867314 46.4529551, -80.9898256 46.4529468, -80.9899737 46.4529464)",,,
413238848,413246756,0,35231033,2,,Monique Crescent,residential,,False,False,370.58000000000004,,"LINESTRING (-80.8702951 46.5560589, -80.8702935 46.5561492, -80.8702841 46.5566831, -80.8702056 46.556764, -80.8695663 46.5567993, -80.8674919 46.5568239, -80.8673876 46.5567788, -80.8673487 46.5566797, -80.8673684 46.5561237)",,,
413238848,413246756,1,35236414,2,,Ravina Avenue,residential,,False,True,223.92900000000003,,"LINESTRING (-80.8702951 46.5560589, -80.8701687 46.5560607, -80.8683286 46.5560869, -80.8673684 46.5561237)",,,
